CharacteristicName,ResultMeasureValue,ResultMeasure/MeasureUnitCode,ActivityStartDate,MonitoringLocationIdentifier,OrganizationFormalName,ResultStatusIdentifier
Manganese,0.0157,mg/L,2022-07-04,EVR-RG_USGOLD_R1,EVR Operations Limited,Final
Manganese,0.001,mg/L,2022-08-02,MDEQ_WQ_WQX-Y17AREFC50,Montana DEQ WQPB,Final
Manganese,0.0606,mg/L,2022-07-26,ARDEQH2O_WQX-WHI0182,Arkansas Department of Environmental Quality,Final
Manganese,0.357,mg/L,2022-08-28,ARDEQH2O_WQX-WHI0072,Arkansas Department of Environmental Quality,Final
Manganese,0.0298,mg/L,2022-03-15,ARDEQH2O_WQX-WHI0024,Arkansas Department of Environmental Quality,Final
Manganese,0.0159,mg/L,2022-10-27,42SRBCWQ_WQX-QUIT003.1-4076,Susquehanna River Basin Commission,Final
Manganese,0.011,mg/L,2022-01-13,21SC60WQ_WQX-CSTL-104,South Carolina Department of Environmental Services,Final
Manganese,0.00611,mg/L,2022-10-05,EVR-RG_USGOLD_L1,EVR Operations Limited,Final
Manganese,0.294,mg/L,2022-09-14,UTEMTN-ME-UTE,Ute Mountain Utes Tribe (Colorado) (Tribal),Final
Manganese,2.101,mg/L,2022-03-16,WVDEP_WIB_WQX-Lambert02,West Virginia Department of Environmental Protection Watershed Improvement Branch,Final
Manganese,0.274,mg/L,2022-10-04,MIDNITE_2-SW-6,Midnite Mine Environmental Data,Final
Manganese,0.046,mg/L,2022-05-11,21SC60WQ_WQX-B-018A,South Carolina Department of Environmental Services,Final
Manganese,0.585,mg/L,2022-11-29,ARDEQH2O_WQX-OUA0185A,Arkansas Department of Environmental Quality,Final
Manganese,0.069,mg/L,2022-04-13,SRPMIC-SR-2,Salt River Pima-Maricopa Indian Community (SRPMIC) (Tribal),Accepted
Manganese,0.013,mg/L,2022-03-21,21SC60WQ_WQX-S-211,South Carolina Department of Environmental Services,Final
Manganese,0.0457,mg/L,2022-02-14,ARDEQH2O_WQX-OUA0010A,Arkansas Department of Environmental Quality,Final
Manganese,0.068,mg/L,2022-01-12,21SC60WQ_WQX-B-126,South Carolina Department of Environmental Services,Final
Manganese,0.041,mg/L,2022-07-19,WVDEP_WQX-11166,West Virginia Department of Environmental Protection-Division of Water & Waste Management-Watershed Assessment Branch,Accepted
Manganese,0.18,mg/L,2022-07-27,WVDEP_WQX-18334,West Virginia Department of Environmental Protection-Division of Water & Waste Management-Watershed Assessment Branch,Accepted
Manganese,0.42,mg/L,2022-11-01,OREGONDEQ-31882-ORDEQ,Department of Environmental Quality - State of Oregon,Final
Manganese,0.0084,mg/L,2022-07-27,21FLORAN_WQX-SCT,Orange County Environmental (Florida),Final
Manganese,0.0364,mg/L,2022-03-24,EVR-RG_BORDER,EVR Operations Limited,Final
Manganese,0.027,mg/L,2022-07-11,21NDHDWQ_WQX-380012,North Dakota Department Of Environmental Quality,Final
Manganese,0.019,mg/L,2022-03-16,21AWIC-405,ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA,Final
Manganese,0.0034,mg/L,2022-10-04,WVDEP_WQX-1423,West Virginia Department of Environmental Protection-Division of Water & Waste Management-Watershed Assessment Branch,Accepted
Manganese,0.0034,mg/L,2022-12-15,WVDEP_WQX-18276,West Virginia Department of Environmental Protection-Division of Water & Waste Management-Watershed Assessment Branch,Accepted
Manganese,0.0652,mg/L,2022-02-07,EVR-RG_GRASMERE,EVR Operations Limited,Final
Manganese,0.0197,mg/L,2022-10-04,USACOEND-MAR10001,"U.S. Army Corps of Engineers, Nashville District",Final
Manganese,0.06,mg/L,2022-09-15,21AWIC-386,ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA,Final
Manganese,0.02,mg/L,2022-07-27,21FLTBW_WQX-TBW003,Tampa Bay Water,Final
Manganese,1.16,mg/L,2022-09-19,ARDEQH2O_WQX-OUA0265,Arkansas Department of Environmental Quality,Final
Manganese,0.2,mg/L,2022-04-27,WVDEP_WQX-17435,West Virginia Department of Environmental Protection-Division of Water & Waste Management-Watershed Assessment Branch,Accepted
Manganese,0.098,mg/L,2022-09-13,21NDHDWQ_WQX-385233,North Dakota Department Of Environmental Quality,Final
Manganese,0.66,mg/L,2022-09-13,TETRATECH-MGHSR113.91,"Tetra Tech, Inc.",Final
Manganese,0.079,mg/L,2022-07-11,21AWIC-6850,ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA,Final
Manganese,0.03739,mg/L,2022-02-20,11NPSWRD_WQX-BLRI_H02,National Park Service Water Resources Division,Final
Manganese,0.072,mg/L,2022-09-15,WVDEP_WQX-6616,West Virginia Department of Environmental Protection-Division of Water & Waste Management-Watershed Assessment Branch,Accepted
Manganese,0.0065,mg/L,2022-07-07,21FLORAN_WQX-BE7,Orange County Environmental (Florida),Final
Manganese,0.067,mg/L,2022-12-22,WVDEP_WQX-5853,West Virginia Department of Environmental Protection-Division of Water & Waste Management-Watershed Assessment Branch,Accepted
Manganese,0.034,mg/L,2022-07-06,21AWIC-5127,ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA,Final
Manganese,0.00186,mg/L,2022-12-06,EVR-RG_USGOLD_L1,EVR Operations Limited,Final
Manganese,0.083,mg/L,2022-05-11,WVDEP_WQX-1343,West Virginia Department of Environmental Protection-Division of Water & Waste Management-Watershed Assessment Branch,Accepted
Manganese,0.00017,mg/L,2022-11-10,EVR-RG_BORDER_R1,EVR Operations Limited,Final
Manganese,0.00031,mg/L,2022-10-03,EVR-RG_BORDER_R2,EVR Operations Limited,Final
Manganese,0.00221,mg/L,2022-07-05,EVR-RG_DSELK_R1,EVR Operations Limited,Final
Manganese,0.232,mg/L,2022-11-07,ARDEQH2O_WQX-OUA0255,Arkansas Department of Environmental Quality,Final
Manganese,0.00244,mg/L,2022-07-04,EVR-RG_USGOLD_R1,EVR Operations Limited,Final
Manganese,0.03657,mg/L,2022-03-04,11NPSWRD_WQX-BISO_02,National Park Service Water Resources Division,Final
Manganese,0.0577,mg/L,2022-06-20,EVR-RG_GC,EVR Operations Limited,Final
Manganese,0.0066,mg/L,2022-04-12,42SRBCWQ_WQX-GRAY000.5-4177,Susquehanna River Basin Commission,Final
Manganese,0.0952,mg/L,2022-04-11,ARDEQH2O_WQX-OUA0251,Arkansas Department of Environmental Quality,Final
Manganese,0.013,mg/L,2022-05-05,21FLORAN_WQX-LWB,Orange County Environmental (Florida),Final
Manganese,0.024,mg/L,2022-05-11,21AWIC-621,ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA,Final
Manganese,0.02,mg/L,2022-05-23,21NDHDWQ_WQX-385001,North Dakota Department Of Environmental Quality,Final
Manganese,0.25,mg/L,2022-01-25,AZDEQ_SW-2627,AZDEQ_SW,Final
Manganese,0.23,mg/L,2022-12-13,PYRAMIDLAKE-TRNPSNWI,"Pyramid Lake Paiute Tribe of the Pyramid Lake Reservation, Nevada (Tribal)",Final
Manganese,0.0015,mg/L,2022-09-13,UTEMTN-SJ-4C,Ute Mountain Utes Tribe (Colorado) (Tribal),Final
Manganese,0.318,mg/L,2022-05-04,21AWIC-852,ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA,Final
Manganese,0.0065,mg/L,2022-11-16,WVDEP_WQX-7970,West Virginia Department of Environmental Protection-Division of Water & Waste Management-Watershed Assessment Branch,Accepted
Manganese,0.727,mg/L,2022-10-12,OREGONDEQ-33957-ORDEQ,Department of Environmental Quality - State of Oregon,Final
Manganese,0.0011,mg/L,2022-05-05,UTAHDWQ_WQX-5937650,Utah Department Of Environmental Quality,Accepted
Manganese,4.98,mg/L,2022-11-30,OREGONDEQ-41282-ORDEQ,Department of Environmental Quality - State of Oregon,Final
Manganese,0.056,mg/L,2022-08-23,21AWIC-484,ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA,Final
Manganese,0.679,mg/L,2022-05-03,MDEQ_WQ_WQX-Y17AREFC65,Montana DEQ WQPB,Final
Manganese,0.027,mg/L,2022-01-19,WVDEP_WQX-1343,West Virginia Department of Environmental Protection-Division of Water & Waste Management-Watershed Assessment Branch,Accepted
Manganese,0.0074,mg/L,2022-07-28,21FLORAN_WQX-BER,Orange County Environmental (Florida),Final
Manganese,0.484,mg/L,2022-10-18,OREGONDEQ-38634-ORDEQ,Department of Environmental Quality - State of Oregon,Final
Manganese,0.24,mg/L,2022-09-08,TETRATECH-MGHSR113.96,"Tetra Tech, Inc.",Final
Manganese,0.000409,mg/L,2022-04-18,MIDNITE_2-MWFW-01,Midnite Mine Environmental Data,Final
Manganese,0.951,mg/L,2022-11-01,MSI-EMBT #2,Mountain Studies Institute (MSI),Final
Manganese,0.028,mg/L,2022-06-02,21SC60WQ_WQX-S-299,South Carolina Department of Environmental Services,Final
Manganese,0.0101,mg/L,2022-11-15,UTAHDWQ_WQX-4996890,Utah Department Of Environmental Quality,Accepted
Manganese,0.239,mg/L,2022-07-27,21NDHDWQ_WQX-386014,North Dakota Department Of Environmental Quality,Final
Manganese,0.009,mg/L,2022-06-28,11NPSWRD_WQX-YELL_YS549.7M,National Park Service Water Resources Division,Final
Manganese,0.0034,mg/L,2022-03-24,21FLORAN_WQX-CCA,Orange County Environmental (Florida),Final
Manganese,0.0275,mg/L,2022-11-17,ARDEQH2O_WQX-OUA0278,Arkansas Department of Environmental Quality,Final
Manganese,0.0034,mg/L,2022-02-14,21FLORAN_WQX-BCG,Orange County Environmental (Florida),Final
Manganese,0.117,mg/L,2022-06-21,EVR-RG_DSELK_L2,EVR Operations Limited,Final
Manganese,0.00144,mg/L,2022-07-05,EVR-RG_USGOLD_L2,EVR Operations Limited,Final
Manganese,0.24,mg/L,2022-09-28,AZDEQ_SW-181,AZDEQ_SW,Final
Manganese,0.414,mg/L,2022-06-03,USACOEND-LAU20004,"U.S. Army Corps of Engineers, Nashville District",Final
Manganese,1.08,mg/L,2022-07-15,HEDINENV_WQX-AMD-15,Hedin Environmental (Volunteer),Final
Manganese,0.021,mg/L,2022-05-11,21AWIC-8250,ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA,Final
Manganese,0.031,mg/L,2022-05-16,21NDHDWQ_WQX-384160,North Dakota Department Of Environmental Quality,Final
Manganese,0.018,mg/L,2022-12-14,WVDEP_WQX-1650,West Virginia Department of Environmental Protection-Division of Water & Waste Management-Watershed Assessment Branch,Accepted
Manganese,0.021,mg/L,2022-05-18,21NDHDWQ_WQX-380077,North Dakota Department Of Environmental Quality,Final
Manganese,0.06,mg/L,2022-10-12,21NMEX_WQX-66Animas028.1,NM Environmental Dept./SWQB,Final
Manganese,0.023,mg/L,2022-03-21,21SC60WQ_WQX-RL-22023,South Carolina Department of Environmental Services,Final
Manganese,0.0087,mg/L,2022-01-24,WVDEP_WQX-6608,West Virginia Department of Environmental Protection-Division of Water & Waste Management-Watershed Assessment Branch,Accepted
Manganese,0.0143,mg/L,2022-04-12,42SRBCWQ_WQX-SHAD003.4-4175,Susquehanna River Basin Commission,Final
Manganese,0.0317,mg/L,2022-03-07,MSI-Big D,Mountain Studies Institute (MSI),Final
Manganese,0.047,mg/L,2022-05-05,WVDEP_WQX-7378,West Virginia Department of Environmental Protection-Division of Water & Waste Management-Watershed Assessment Branch,Accepted
Manganese,0.025,mg/L,2022-08-11,21SC60WQ_WQX-SV-199,South Carolina Department of Environmental Services,Final
Manganese,0.07,mg/L,2022-08-09,ARDEQH2O_WQX-RED0018B,Arkansas Department of Environmental Quality,Final
Manganese,2.62,mg/L,2022-11-14,ARDEQH2O_WQX-OUA0272,Arkansas Department of Environmental Quality,Final
Manganese,0.01,mg/L,2022-03-08,21AWIC-6671,ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA,Final
Manganese,0.017,mg/L,2022-04-07,42SRBCWQ_WQX-EBFC004.1-4176,Susquehanna River Basin Commission,Final
Manganese,0.012,mg/L,2022-08-03,21FLORAN_WQX-LWD,Orange County Environmental (Florida),Final
Manganese,0.011,mg/L,2022-07-05,21AWIC-317,ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA,Final
Manganese,0.16,mg/L,2022-11-08,GLEC-VRSYE000.95,Great Lakes Environmental Center,Final
Manganese,0.065,mg/L,2022-04-11,GLEC-VRGRA000.13,Great Lakes Environmental Center,Final
Manganese,0.006,mg/L,2022-06-30,21AWIC-81,ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA,Final
Manganese,0.057,mg/L,2022-01-24,ARDEQH2O_WQX-OUA0273,Arkansas Department of Environmental Quality,Final
Manganese,0.0087,mg/L,2022-07-06,WVDEP_WQX-5712,West Virginia Department of Environmental Protection-Division of Water & Waste Management-Watershed Assessment Branch,Accepted
Manganese,0.0549,mg/L,2022-07-20,42SRBCWQ_WQX-CHIQ011.3-4076,Susquehanna River Basin Commission,Final
Manganese,0.0468,mg/L,2022-08-16,ARDEQH2O_WQX-OUA0026,Arkansas Department of Environmental Quality,Final
Manganese,0.078,mg/L,2022-05-11,21AWIC-11289,ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA,Final
Manganese,0.0205,mg/L,2022-09-27,ARDEQH2O_WQX-WHI0009A,Arkansas Department of Environmental Quality,Final
Manganese,0.00184,mg/L,2022-07-12,EVR-RG_BORDER,EVR Operations Limited,Final
Manganese,0.072,mg/L,2022-06-06,WVDEP_WQX-7438,West Virginia Department of Environmental Protection-Division of Water & Waste Management-Watershed Assessment Branch,Accepted
Manganese,0.139,mg/L,2022-04-19,ARDEQH2O_WQX-ARK0158,Arkansas Department of Environmental Quality,Final
Manganese,0.021,mg/L,2022-06-21,21AWIC-922,ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA,Final
Manganese,7.79,mg/L,2022-09-13,UTEMTN-CW Wash HW 95,Ute Mountain Utes Tribe (Colorado) (Tribal),Final
Manganese,0.128,mg/L,2022-12-06,ARDEQH2O_WQX-LRED005A,Arkansas Department of Environmental Quality,Final
Manganese,0.0924,mg/L,2022-06-08,EVR-RG_USGOLD_R1,EVR Operations Limited,Final
Manganese,0.0077,mg/L,2022-08-23,SOUTHUTE-AR 2-7,Southern Ute Tribe,Final
Manganese,0.011,mg/L,2022-02-08,21FLORAN_WQX-XLKEHS62,Orange County Environmental (Florida),Final
Manganese,0.0352,mg/L,2022-01-11,EVR-RG_KERRRD,EVR Operations Limited,Final
Manganese,0.0072,mg/L,2022-10-05,WVDEP_WQX-18280,West Virginia Department of Environmental Protection-Division of Water & Waste Management-Watershed Assessment Branch,Accepted
Manganese,0.0046,mg/L,2022-10-11,WVDEP_WQX-12307,West Virginia Department of Environmental Protection-Division of Water & Waste Management-Watershed Assessment Branch,Accepted
Manganese,8.48,mg/L,2022-03-01,OREGONDEQ-15870-ORDEQ,Department of Environmental Quality - State of Oregon,Final
Manganese,0.16,mg/L,2022-12-09,GLEC-SCSON010.88,Great Lakes Environmental Center,Final
Manganese,0.016,mg/L,2022-06-16,WVDEP_WQX-15639,West Virginia Department of Environmental Protection-Division of Water & Waste Management-Watershed Assessment Branch,Accepted
Manganese,0.075,mg/L,2022-04-05,21SC60WQ_WQX-CW-231,South Carolina Department of Environmental Services,Final
Manganese,0.043,mg/L,2022-03-15,21AWIC-8957,ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA,Final
Manganese,0.48,mg/L,2022-07-26,ARDEQH2O_WQX-ARK0051,Arkansas Department of Environmental Quality,Final
Manganese,0.006,mg/L,2022-12-06,21FLORAN_WQX-BC1,Orange County Environmental (Florida),Final
Manganese,12.4,mg/L,2022-06-30,42SRBCWQ_WQX-MORR002.8-4177,Susquehanna River Basin Commission,Final
Manganese,0.102,mg/L,2022-05-10,21AWIC-329,ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA,Final
Manganese,0.22,mg/L,2022-08-15,21SC60WQ_WQX-SV-004,South Carolina Department of Environmental Services,Final
Manganese,0.0003,mg/L,2022-11-09,EVR-RG_DSELK_L2,EVR Operations Limited,Final
Manganese,3.98,mg/L,2022-09-15,MDEQ_REM_WQX-GW-WG-NS,Montana DEQ Remediation,Final
Manganese,0.00275,mg/L,2022-06-21,EVR-RG_DSELK_R2,EVR Operations Limited,Final
Manganese,0.005,mg/L,2022-05-24,MDEQ_REM_WQX-LYS-08,Montana DEQ Remediation,Final
Manganese,0.0088,mg/L,2022-02-17,21FLORAN_WQX-A42,Orange County Environmental (Florida),Final
Manganese,0.049,mg/L,2022-02-14,21NDHDWQ_WQX-385029,North Dakota Department Of Environmental Quality,Final
Manganese,0.0519,mg/L,2022-02-07,ARDEQH2O_WQX-OUA0249,Arkansas Department of Environmental Quality,Final
Manganese,0.068,mg/L,2022-03-28,MIDDLETOWNUPCW_WQX-SW-1,Middletown Rancheria of Pomo Indians of California (Tribal),Final
Manganese,0.017,mg/L,2022-04-26,WVDEP_WQX-18435,West Virginia Department of Environmental Protection-Division of Water & Waste Management-Watershed Assessment Branch,Accepted
Manganese,0.061,mg/L,2022-07-05,21SC60WQ_WQX-B-126,South Carolina Department of Environmental Services,Final
Manganese,0.045,mg/L,2022-07-19,21AWIC-4640,ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA,Final
Manganese,0.077,mg/L,2022-06-16,21AWIC-484,ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA,Final
Manganese,0.0225,mg/L,2022-03-07,ARDEQH2O_WQX-ARK0170,Arkansas Department of Environmental Quality,Final
Manganese,0.012,mg/L,2022-12-19,WVDEP_WQX-18319,West Virginia Department of Environmental Protection-Division of Water & Waste Management-Watershed Assessment Branch,Accepted
Manganese,0.017,mg/L,2022-05-30,EVR-RG_BORDER,EVR Operations Limited,Final
Manganese,0.0577,mg/L,2022-05-10,ARDEQH2O_WQX-ARK0147F,Arkansas Department of Environmental Quality,Final
Manganese,0.223,mg/L,2022-03-07,ARDEQH2O_WQX-OUA0249,Arkansas Department of Environmental Quality,Final
Manganese,0.012,mg/L,2022-11-29,WVDEP_WQX-6632,West Virginia Department of Environmental Protection-Division of Water & Waste Management-Watershed Assessment Branch,Accepted
Manganese,3.11,mg/L,2022-09-22,UTEMTN-NW-GS,Ute Mountain Utes Tribe (Colorado) (Tribal),Final
Manganese,0.007,mg/L,2022-03-21,21FLORAN_WQX-BW54S,Orange County Environmental (Florida),Final
Manganese,0.08,mg/L,2022-09-08,21AWIC-8250,ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA,Final
Manganese,0.067,mg/L,2022-04-12,21AWIC-4454,ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA,Final
Manganese,0.0103,mg/L,2022-05-10,EVR-RG_BORDER,EVR Operations Limited,Final
Manganese,0.00023,mg/L,2022-09-08,EVR-RG_GRASMERE,EVR Operations Limited,Final
Manganese,0.04,mg/L,2022-08-17,21SC60WQ_WQX-CSTL-115,South Carolina Department of Environmental Services,Final
Manganese,0.906,mg/L,2022-11-15,42SRBCWQ_WQX-TIOG038.6-4177,Susquehanna River Basin Commission,Final
Manganese,0.012,mg/L,2022-06-21,21FLORAN_WQX-H3,Orange County Environmental (Florida),Final
Manganese,0.0034,mg/L,2022-01-18,21FLORAN_WQX-CC3,Orange County Environmental (Florida),Final
Manganese,0.325,mg/L,2022-03-01,OREGONDEQ-16772-ORDEQ,Department of Environmental Quality - State of Oregon,Final
Manganese,0.012,mg/L,2022-10-03,WVDEP_WQX-18241,West Virginia Department of Environmental Protection-Division of Water & Waste Management-Watershed Assessment Branch,Accepted
Manganese,0.0232,mg/L,2022-09-13,ARDEQH2O_WQX-ARK0007A,Arkansas Department of Environmental Quality,Final
Manganese,0.0058,mg/L,2022-03-21,21FLORAN_WQX-BW53,Orange County Environmental (Florida),Final
Manganese,0.00018,mg/L,2022-12-07,EVR-RG_BORDER_L1,EVR Operations Limited,Final
Manganese,0.022,mg/L,2022-09-01,WVDEP_WQX-18261,West Virginia Department of Environmental Protection-Division of Water & Waste Management-Watershed Assessment Branch,Accepted
Manganese,0.083,mg/L,2022-08-29,TETRATECH-MGHSR113.96,"Tetra Tech, Inc.",Final
Manganese,0.052,mg/L,2022-09-13,WVDEP_WQX-18316,West Virginia Department of Environmental Protection-Division of Water & Waste Management-Watershed Assessment Branch,Accepted
Manganese,0.0031,mg/L,2022-11-21,WVDEP_WQX-18215,West Virginia Department of Environmental Protection-Division of Water & Waste Management-Watershed Assessment Branch,Accepted
Manganese,0.0052,mg/L,2022-07-21,WVDEP_WQX-7440,West Virginia Department of Environmental Protection-Division of Water & Waste Management-Watershed Assessment Branch,Accepted
Manganese,0.0661,mg/L,2022-02-22,ARDEQH2O_WQX-RED0002,Arkansas Department of Environmental Quality,Final
Manganese,0.011,mg/L,2022-11-01,21SC60WQ_WQX-SV-325,South Carolina Department of Environmental Services,Final
Manganese,0.0074,mg/L,2022-11-09,WVDEP_WQX-18432,West Virginia Department of Environmental Protection-Division of Water & Waste Management-Watershed Assessment Branch,Accepted
Manganese,0.0149,mg/L,2022-04-14,MSI-ESC,Mountain Studies Institute (MSI),Final
Manganese,0.0334,mg/L,2022-09-08,USACOEND-BAR10050,"U.S. Army Corps of Engineers, Nashville District",Final
Manganese,0.02575,mg/L,2022-11-07,11NPSWRD_WQX-GRSM_ND_TF,National Park Service Water Resources Division,Final
Manganese,0.028,mg/L,2022-11-01,PYRAMIDLAKE-TRNPSNWI,"Pyramid Lake Paiute Tribe of the Pyramid Lake Reservation, Nevada (Tribal)",Final
Manganese,0.33,mg/L,2022-07-12,21NDHDWQ_WQX-386015,North Dakota Department Of Environmental Quality,Final
Manganese,0.033,mg/L,2022-02-28,21SC60WQ_WQX-E-086,South Carolina Department of Environmental Services,Final
Manganese,0.0422,mg/L,2022-01-25,ARDEQH2O_WQX-OUA0247,Arkansas Department of Environmental Quality,Final
Manganese,0.55,mg/L,2022-08-25,TETRATECH-MGHSR113.86,"Tetra Tech, Inc.",Final
Manganese,0.0386,mg/L,2022-09-27,42SRBCWQ_WQX-SUSQ061.0-00000,Susquehanna River Basin Commission,Final
Manganese,0.00205,mg/L,2022-07-05,EVR-RG_GRASMERE,EVR Operations Limited,Final
Manganese,0.167,mg/L,2022-06-30,21NDHDWQ_WQX-553001,North Dakota Department Of Environmental Quality,Final
Manganese,0.015,mg/L,2022-07-19,WVDEP_WQX-1391,West Virginia Department of Environmental Protection-Division of Water & Waste Management-Watershed Assessment Branch,Accepted
Manganese,0.087,mg/L,2022-03-30,AZDEQ_SW-61706,AZDEQ_SW,Final
Manganese,3.94,mg/L,2022-11-15,OREGONDEQ-15917-ORDEQ,Department of Environmental Quality - State of Oregon,Final
Manganese,0.57,mg/L,2022-09-13,TETRATECH-MGJEG000.98,"Tetra Tech, Inc.",Final
Manganese,0.0221,mg/L,2022-07-28,42SRBCWQ_WQX-NINE000.1-4177,Susquehanna River Basin Commission,Final
Manganese,0.643,mg/L,2022-08-22,ARDEQH2O_WQX-OUA0266,Arkansas Department of Environmental Quality,Final
Manganese,0.0283,mg/L,2022-05-02,EVR-RG_USGOLD_L2,EVR Operations Limited,Final
Manganese,0.021,mg/L,2022-10-13,21AWIC-11351,ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA,Final
Manganese,0.13,mg/L,2022-08-10,MDEQ_WQ_WQX-M29LDRYC08,Montana DEQ WQPB,Final
Manganese,0.02,mg/L,2022-03-30,21NMEX_WQX-31JemezR048.7,NM Environmental Dept./SWQB,Final
Manganese,0.099,mg/L,2022-04-04,21SC60WQ_WQX-RS-22056,South Carolina Department of Environmental Services,Final
Manganese,0.236,mg/L,2022-07-11,ARDEQH2O_WQX-OUA0264,Arkansas Department of Environmental Quality,Final
Manganese,0.04,mg/L,2022-09-30,WASHNVCA_WQX-DC01,Washoe Tribe of Nevada and California,Final
Manganese,0.0435,mg/L,2022-04-25,ARDEQH2O_WQX-ARK0216,Arkansas Department of Environmental Quality,Final
Manganese,30.0,mg/L,2022-09-30,TETRATECH-SCALG003.24,"Tetra Tech, Inc.",Final
Manganese,0.179,mg/L,2022-03-30,21NDHDWQ_WQX-385040,North Dakota Department Of Environmental Quality,Final
Manganese,0.0,mg/L,2022-05-25,LOWERARKVALLEYWATERCONSDIST-Brase May Valley Drain,Lower Arkansas Valley Water Conservation District,Final
Manganese,0.01,mg/L,2022-09-21,21NDHDWQ_WQX-553219,North Dakota Department Of Environmental Quality,Final
Manganese,0.105,mg/L,2022-07-27,21NDHDWQ_WQX-386016,North Dakota Department Of Environmental Quality,Final
Manganese,0.00312,mg/L,2022-06-28,EVR-RG_KERRRD,EVR Operations Limited,Final
Manganese,0.044,mg/L,2022-05-03,21SC60WQ_WQX-S-112,South Carolina Department of Environmental Services,Final
Manganese,0.077,mg/L,2022-01-14,GLEC-VRWIC-A,Great Lakes Environmental Center,Final
Manganese,0.1,mg/L,2022-12-01,21SC60WQ_WQX-SV-375,South Carolina Department of Environmental Services,Final
Manganese,0.13,mg/L,2022-10-04,WVDEP_WQX-18301,West Virginia Department of Environmental Protection-Division of Water & Waste Management-Watershed Assessment Branch,Accepted
Manganese,0.0074,mg/L,2022-07-18,21FLORAN_WQX-XLONGBRC,Orange County Environmental (Florida),Final
Manganese,0.0005,mg/L,2022-08-03,UTAHDWQ_WQX-4936050,Utah Department Of Environmental Quality,Accepted
Manganese,1.47,mg/L,2022-07-18,ARDEQH2O_WQX-RED0057,Arkansas Department of Environmental Quality,Final
Manganese,0.757,mg/L,2022-11-14,ARDEQH2O_WQX-OUA0269,Arkansas Department of Environmental Quality,Final
Manganese,0.00034,mg/L,2022-08-09,EVR-RG_KERRRD,EVR Operations Limited,Final
Manganese,0.032,mg/L,2022-08-25,TETRATECH-MGUEU000.03,"Tetra Tech, Inc.",Final
Manganese,0.068,mg/L,2022-09-28,21NDHDWQ_WQX-385233,North Dakota Department Of Environmental Quality,Final
Manganese,0.14,mg/L,2022-03-28,AZDEQ_SW-62902,AZDEQ_SW,Final
Manganese,0.0385,mg/L,2022-12-12,ARDEQH2O_WQX-LARK025A,Arkansas Department of Environmental Quality,Final
Manganese,0.0028,mg/L,2022-07-18,WVDEP_WQX-18271,West Virginia Department of Environmental Protection-Division of Water & Waste Management-Watershed Assessment Branch,Accepted
Manganese,0.021,mg/L,2022-09-08,21FLORAN_WQX-LW10N,Orange County Environmental (Florida),Final
Manganese,0.538,mg/L,2022-09-13,21NDHDWQ_WQX-381174,North Dakota Department Of Environmental Quality,Final
Manganese,0.0001,mg/L,2022-11-15,EVR-RG_USGOLD_L1,EVR Operations Limited,Final
Manganese,0.02,mg/L,2022-12-21,21FLTBW_WQX-TBW002,Tampa Bay Water,Final
Manganese,0.0097,mg/L,2022-11-08,WVDEP_WQX-18323,West Virginia Department of Environmental Protection-Division of Water & Waste Management-Watershed Assessment Branch,Accepted
Manganese,0.021,mg/L,2022-09-13,21AWIC-474,ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA,Final
Manganese,0.21,mg/L,2022-06-23,PRAIRIEBAND-SCO3,Prairie Band Potawatomi Nation (Tribal),Final
Manganese,0.02,mg/L,2022-04-04,EVR-RG_BORDER,EVR Operations Limited,Final
Manganese,0.0048,mg/L,2022-11-22,21FLORAN_WQX-RC46,Orange County Environmental (Florida),Final
Manganese,0.188,mg/L,2022-04-26,MIDNITE_2-GW-51,Midnite Mine Environmental Data,Final
